# Library
URL: /foundations/iconography/library
Source: https://github.com/daangn/seed-design/blob/dev/docs/content/foundations/iconography/library.mdx



## Monochrome Icons

| Icon Name | React Component Name | Figma Name | Keywords | Services | Tags |
| icon_chevron_right_fill | IconChevronRightFill | Weight=Fill | arrow, chevron, chevron_right, forward, more, next, right, 다음, 앞으로, 오른쪽, 화살표 |  |  |
| icon_chevron_right_line | IconChevronRightLine | Weight=Line | arrow, chevron, chevron_right, forward, more, next, right, 다음, 앞으로, 오른쪽, 화살표 |  |  |
| icon_chevron_right_small_fill | IconChevronRightSmallFill | Weight=Fill | chevron, right, 오른쪽, 우 |  |  |
| icon_chevron_right_small_line | IconChevronRightSmallLine | Weight=Line | chevron, right, 오른쪽, 우 |  |  |
| icon_chevron_up_fill | IconChevronUpFill | Weight=Fill | arrow, chevron, expand_less, fold, less, more, up, 위, 위로, 접기, 화살표 |  |  |
| icon_chevron_up_line | IconChevronUpLine | Weight=Line | arrow, chevron, expand_less, fold, less, more, up, 위, 위로, 접기, 화살표 |  |  |
| icon_chevron_up_small_fill | IconChevronUpSmallFill | Weight=Fill | chevron, down, 아래로 |  |  |
| icon_chevron_up_small_line | IconChevronUpSmallLine | Weight=Line | chevron, down, 아래로 |  |  |
| icon_circle4_square_fill | IconCircle4SquareFill | Weight=Fill | 인덕션, 가스레인지, 가전, 생활, 주방, 부엌, induction cooker, gas stove, appliance, lifestyle, kitchen |  |  |
| icon_circle4_square_line | IconCircle4SquareLine | Weight=Line | 인덕션, 가스레인지, 가전, 생활, 주방, 부엌, induction cooker, gas stove, appliance, lifestyle, kitchen |  |  |
| icon_clock_fill | IconClockFill | Weight=Fill | clock, history, hour, time, 내역, 시간, 시계, 히스토리 |  |  |
| icon_clock_line | IconClockLine | Weight=Line | clock, history, hour, time, 내역, 시간, 시계, 히스토리 |  |  |
| icon_compass_fill | IconCompassFill | Weight=Fill | car, car_navigation, compass, direction, navigation, 길찾기, 나침반, 네비, 네비게이션, 방향, 중고차, 지도 |  |  |
| icon_compass_line | IconCompassLine | Weight=Line | car, car_navigation, compass, direction, navigation, 길찾기, 나침반, 네비, 네비게이션, 방향, 중고차, 지도 |  |  |
| icon_corner_down_left_fill | IconCornerDownLeftFill | Weight=Fill | arrow, corner, down, left, reply, reply_re, shape, ㄴ, 대댓글, 댓글, 도형, 모서리, 아래, 왼쪽, 화살표 |  |  |
| icon_corner_down_left_line | IconCornerDownLeftLine | Weight=Line | arrow, corner, down, left, reply, reply_re, shape, ㄴ, 대댓글, 댓글, 도형, 모서리, 아래, 왼쪽, 화살표 |  |  |
| icon_corner4_inward_fill | IconCorner4InwardFill | Weight=Fill | 축소, 전체화면, 줄이기, corner, contract, inward |  |  |
| icon_corner4_inward_line | IconCorner4InwardLine | Weight=Line | 축소, 전체화면, 줄이기, corner, contract, inward |  |  |
| icon_corner4_outward_fill | IconCorner4OutwardFill | Weight=Fill | 확대, 전체화면, 늘리기, 확장, expand, outward, corner |  |  |
| icon_corner4_outward_line | IconCorner4OutwardLine | Weight=Line | 확대, 전체화면, 늘리기, 확장, expand, outward, corner |  |  |
| icon_coupon_fill | IconCouponFill | Weight=Fill | coupon, discount, ticket, voucher, 쿠폰, 티켓, 할인권 |  |  |
| icon_coupon_line | IconCouponLine | Weight=Line | coupon, discount, ticket, voucher, 쿠폰, 티켓, 할인권 |  |  |
| icon_cropmark_fill | IconCropmarkFill | Weight=Fill | crop, cut, edit, image, photo, photo_edit_crop, 사진, 이미지, 자르기, 크롭, 편집 |  |  |
| icon_cropmark_line | IconCropmarkLine | Weight=Line | crop, cut, edit, image, photo, photo_edit_crop, 사진, 이미지, 자르기, 크롭, 편집 |  |  |
| icon_crosshair_fill | IconCrosshairFill | Weight=Fill | aim, crosshair, gps, location, target, 목표, 위치, 조준점 |  |  |
| icon_crosshair_line | IconCrosshairLine | Weight=Line | aim, crosshair, gps, location, target, 목표, 위치, 조준점 |  |  |
| icon_crosshair_questionmark_fill | IconCrosshairQuestionmarkFill | Weight=Fill | certification, crosshair, gps_enable, help, location, question mark, target, zoom, 도움말, 목표, 물음표, 위치, 인증, 조준점, 줌, 표적 |  |  |
| icon_crosshair_questionmark_line | IconCrosshairQuestionmarkLine | Weight=Line | certification, crosshair, gps_enable, help, location, question mark, target, zoom, 도움말, 목표, 물음표, 위치, 인증, 조준점, 줌, 표적 |  |  |
| icon_crown_fill | IconCrownFill | Weight=Fill | badge, crown, groupchat_king, king, queen, royal, 모임, 방장, 뱃지, 여왕, 왕, 왕관, 채팅 |  |  |
| icon_crown_line | IconCrownLine | Weight=Line | badge, crown, groupchat_king, king, queen, royal, 모임, 방장, 뱃지, 여왕, 왕, 왕관, 채팅 |  |  |
| icon_cup_heatwave_fill | IconCupHeatwaveFill | Weight=Fill | cafe, drink, cup, beverage, hot, coffee, tea, 카페, 음료, 뜨거운, 커피, 차, 컵 |  |  |
| icon_cup_heatwave_line | IconCupHeatwaveLine | Weight=Line | cafe, drink, cup, beverage, hot, coffee, tea, 카페, 음료, 뜨거운, 커피, 차, 컵 |  |  |
| icon_diamond_fill | IconDiamondFill | Weight=Fill | 다이아몬드, 혜택, 빛나는, 보석, 이벤트, 리워드, 보상, diamond, benefit, shining, jewel, event, reward |  |  |
| icon_diamond_line | IconDiamondLine | Weight=Line | 다이아몬드, 혜택, 빛나는, 보석, 이벤트, 리워드, 보상, diamond, benefit, shining, jewel, event, reward |  |  |
| icon_document_arrow_left_fill | IconDocumentArrowLeftFill | Weight=Fill | back, document, file, import, note, previous, 노트, 뒤로, 문서, 불러오기, 이전, 작성중, 파일 |  |  |
| icon_document_arrow_left_line | IconDocumentArrowLeftLine | Weight=Line | back, document, file, import, note, previous, 노트, 뒤로, 문서, 불러오기, 이전, 작성중, 파일 |  |  |
| icon_document_checkmark_fill | IconDocumentCheckmarkFill | Weight=Fill | check, complete, document, histroy, list, list_check, menu, note, options, post, 관리, 내역, 노트, 리스트, 메뉴, 목록, 문서, 옵션, 완료, 체크, 포스트, 확인 |  |  |
| icon_document_checkmark_line | IconDocumentCheckmarkLine | Weight=Line | check, complete, document, histroy, list, list_check, menu, note, options, post, 관리, 내역, 노트, 리스트, 메뉴, 목록, 문서, 옵션, 완료, 체크, 포스트, 확인 |  |  |
| icon_document_fill | IconDocumentFill | Weight=Fill | document, file, info, note, paper, 노트, 문서, 정보, 파일 |  |  |
| icon_document_line | IconDocumentLine | Weight=Line | document, file, info, note, paper, 노트, 문서, 정보, 파일 |  |  |
| icon_document_magnifyingglass_fill | IconDocumentMagnifyingglassFill | Weight=Fill | doc, document, file, find, note, search, search_doc, serach, 검색, 노트, 문서, 찾기, 파일 |  |  |
| icon_document_magnifyingglass_line | IconDocumentMagnifyingglassLine | Weight=Line | doc, document, file, find, note, search, search_doc, serach, 검색, 노트, 문서, 찾기, 파일 |  |  |
| icon_document_pen_fill | IconDocumentPenFill | Weight=Fill | article, document, edit, file, modify, note, story, story_article, write, 노트, 문서, 수정, 스토리, 아티클, 파일, 편집 |  |  |
| icon_document_pen_line | IconDocumentPenLine | Weight=Line | article, document, edit, file, modify, note, story, story_article, write, 노트, 문서, 수정, 스토리, 아티클, 파일, 편집 |  |  |
| icon_document_plus_fill | IconDocumentPlusFill | Weight=Fill | add, create, document, file, note, plus, write, write_frequent_use, 노트, 문서, 생성, 쓰기, 추가, 파일 |  |  |
| icon_document_plus_line | IconDocumentPlusLine | Weight=Line | add, create, document, file, note, plus, write, write_frequent_use, 노트, 문서, 생성, 쓰기, 추가, 파일 |  |  |
| icon_document_tray_fill | IconDocumentTrayFill | Weight=Fill | 파일, 문서, 보관함, 보관, file, paper, document, archive, storage, save |  |  |
| icon_document_tray_line | IconDocumentTrayLine | Weight=Line | 파일, 문서, 보관함, 보관, file, paper, document, archive, storage, save |  |  |
| icon_dollar_circle_arrow_right_fill | IconDollarCircleArrowRightFill | Weight=Fill | money, dollor, 돈, 머니, 달러, 동전, circle, coin, send, 송금 |  |  |
| icon_dollar_circle_arrow_right_line | IconDollarCircleArrowRightLine | Weight=Line | money, dollor, 돈, 머니, 달러, 동전, circle, coin, send, 송금 |  |  |
| icon_dollar_circle_fill | IconDollarCircleFill | Weight=Fill | money, dollor, 돈, 머니, 달러, 동전, circle, coin |  |  |
| icon_dollar_circle_line | IconDollarCircleLine | Weight=Line | money, dollor, 돈, 머니, 달러, 동전, circle, coin |  |  |
| icon_dollar_fill | IconDollarFill | Weight=Fill | money, dollor, 돈, 머니, 달러 |  |  |
| icon_dollar_line | IconDollarLine | Weight=Line | money, dollor, 돈, 머니, 달러 |  |  |
| icon_dot3_circle_fill | IconDot3CircleFill | Weight=Fill | circle, more, etc, dot, 기타 |  |  |
| icon_dot3_circle_line | IconDot3CircleLine | Weight=Line | circle, more, etc, dot, 기타 |  |  |
| icon_dot3_horizontal_chatbubble_left_fill | IconDot3HorizontalChatbubbleLeftFill | Weight=Fill | bubble, chat, chatting, dots, message, more, reply, 대화, 댓글, 더보기, 말풍선, 메세지, 메시지, 점, 채팅 |  |  |
| icon_dot3_horizontal_chatbubble_left_line | IconDot3HorizontalChatbubbleLeftLine | Weight=Line | bubble, chat, chatting, dots, message, more, reply, 대화, 댓글, 더보기, 말풍선, 메세지, 메시지, 점, 채팅 |  |  |
| icon_dot3_horizontal_chatbubble_left_slash_fill | IconDot3HorizontalChatbubbleLeftSlashFill | Weight=Fill | bubble, chat, chatting, dots, message, more, reply, refuse, blocked, 안받기, 대화, 말풍선, 메세지, 메시지, 채팅 |  |  |
| icon_dot3_horizontal_chatbubble_left_slash_line | IconDot3HorizontalChatbubbleLeftSlashLine | Weight=Line | bubble, chat, chatting, dots, message, more, reply, refuse, blocked, 안받기, 대화, 말풍선, 메세지, 메시지, 채팅 |  |  |
| icon_dot3_horizontal_fill | IconDot3HorizontalFill | Weight=Fill | dot, dots, horizontal, menu, more, more_horiz, setting, 가로, 더보기, 도트, 메뉴, 상세, 설정, 점 |  |  |
| icon_dot3_horizontal_line | IconDot3HorizontalLine | Weight=Line | dot, dots, horizontal, menu, more, more_horiz, setting, 가로, 더보기, 도트, 메뉴, 상세, 설정, 점 |  |  |
| icon_dot3_vertical_fill | IconDot3VerticalFill | Weight=Fill | dot, dots, menu, more, more_vert, setting, vertical, 더보기, 도트, 메뉴, 설정, 세로, 점 |  |  |
| icon_dot3_vertical_line | IconDot3VerticalLine | Weight=Line | dot, dots, menu, more, more_vert, setting, vertical, 더보기, 도트, 메뉴, 설정, 세로, 점 |  |  |
| icon_dothorizline3_vertical_fill | IconDothorizline3VerticalFill | Weight=Fill | bullets, dots, list, menu, options, 리스트, 메뉴, 목록, 옵션, 점 |  |  |
| icon_dothorizline3_vertical_line | IconDothorizline3VerticalLine | Weight=Line | bullets, dots, list, menu, options, 리스트, 메뉴, 목록, 옵션, 점 |  |  |
| icon_dumbbell_fill | IconDumbbellFill | Weight=Fill | fitness, gym, workout, exercise, 헬스, 체육관, 운동 |  |  |
| icon_dumbbell_line | IconDumbbellLine | Weight=Line | fitness, gym, workout, exercise, 헬스, 체육관, 운동 |  |  |
| icon_earth_fill | IconEarthFill | Weight=Fill | earth, world, global, 지구, 세계, 글로벌 |  |  |
| icon_earth_line | IconEarthLine | Weight=Line | earth, world, global, 지구, 세계, 글로벌 |  |  |
| icon_envelope_fill | IconEnvelopeFill | Weight=Fill | card, envelope, invite, letter, mail, message, 메시지, 메일, 초대, 편지 |  |  |
| icon_envelope_line | IconEnvelopeLine | Weight=Line | card, envelope, invite, letter, mail, message, 메시지, 메일, 초대, 편지 |  |  |
| icon_epb_fill | IconEpbFill | Weight=Fill | brake, car, car_epb, electronic parking brake, parking brake, 감지, 브레이크, 전자식 주차 브레이크, 주차, 주차 브레이크, 주차브레이크, 중고차 |  |  |
| icon_epb_line | IconEpbLine | Weight=Line | brake, car, car_epb, electronic parking brake, parking brake, 감지, 브레이크, 전자식 주차 브레이크, 주차, 주차 브레이크, 주차브레이크, 중고차 |  |  |
| icon_eraser_horizline_fill | IconEraserHorizlineFill | Weight=Fill | delete, edit, eraser, horizontal line, write, 가로선, 삭제, 설정, 셋팅, 수정, 연필, 지우개, 편집 |  |  |
| icon_eraser_horizline_line | IconEraserHorizlineLine | Weight=Line | delete, edit, eraser, horizontal line, write, 가로선, 삭제, 설정, 셋팅, 수정, 연필, 지우개, 편집 |  |  |
| icon_exclamationmark_chatbubble_rectangular_center_fill | IconExclamationmarkChatbubbleRectangularCenterFill | Weight=Fill | 신고, 신고하기, report |  |  |
| icon_exclamationmark_chatbubble_rectangular_center_line | IconExclamationmarkChatbubbleRectangularCenterLine | Weight=Line | 신고, 신고하기, report |  |  |
| icon_exclamationmark_circle_fill | IconExclamationmarkCircleFill | Weight=Fill | alert, circle, exclamation mark, info, warning, 경고, 느낌표, 알림, 원, 주의 |  |  |
| icon_exclamationmark_circle_line | IconExclamationmarkCircleLine | Weight=Line | alert, circle, exclamation mark, info, warning, 경고, 느낌표, 알림, 원, 주의 |  |  |
| icon_eye_fill | IconEyeFill | Weight=Fill | eye, see, view, view_count, 눈, 보기, 보다, 조회 |  |  |
| icon_eye_line | IconEyeLine | Weight=Line | eye, see, view, view_count, 눈, 보기, 보다, 조회 |  |  |
| icon_eye_slash_fill | IconEyeSlashFill | Weight=Fill | eye, hide, invisible, view, view_count_off, 끄다, 눈, 눈끄기, 눈끔, 보다, 보이지않음, 숨기기, 조회 |  |  |
| icon_eye_slash_line | IconEyeSlashLine | Weight=Line | eye, hide, invisible, view, view_count_off, 끄다, 눈, 눈끄기, 눈끔, 보다, 보이지않음, 숨기기, 조회 |  |  |
| icon_face_frustrated_circle_fill | IconFaceFrustratedCircleFill | Weight=Fill | chatting, chat, reaction, react, emoji, emoticon, bad, face, sad, frustrated, upset, unhappy, 짜증, 화남, 불쾌함, 불행, 사람, 슬픔, 얼굴, 이모지, 이모티콘, 채팅, 표정, 감정 |  |  |
| icon_face_frustrated_circle_line | IconFaceFrustratedCircleLine | Weight=Line | chatting, chat, reaction, react, emoji, emoticon, bad, face, sad, frustrated, upset, unhappy, 짜증, 화남, 불쾌함, 불행, 사람, 슬픔, 얼굴, 이모지, 이모티콘, 채팅, 표정, 감정 |  |  |
| icon_face_sad_circle_fill | IconFaceSadCircleFill | Weight=Fill | chatting, emoji, emoticon, emoticon_bad, face, sad, unhappy, 불쾌함, 불행, 사람, 슬픔, 얼굴, 이모지, 이모티콘, 채팅, 표정 |  |  |
| icon_face_sad_circle_line | IconFaceSadCircleLine | Weight=Line | chatting, emoji, emoticon, emoticon_bad, face, sad, unhappy, 불쾌함, 불행, 사람, 슬픔, 얼굴, 이모지, 이모티콘, 채팅, 표정 |  |  |
| icon_face_smile_circle_fill | IconFaceSmileCircleFill | Weight=Fill | chatting, emoji, emoticon, face, happy, smile, 사람, 얼굴, 웃음, 이모지, 이모티콘, 채팅, 표정, 행복 |  |  |
| icon_face_smile_circle_folded_fill | IconFaceSmileCircleFoldedFill | Weight=Fill | face, smile, happy, folded, emoji, 얼굴, 웃음, 행복, 접힌, 이모지 |  |  |
| icon_face_smile_circle_folded_line | IconFaceSmileCircleFoldedLine | Weight=Line | face, smile, happy, folded, emoji, 얼굴, 웃음, 행복, 접힌, 이모지 |  |  |
| icon_face_smile_circle_line | IconFaceSmileCircleLine | Weight=Line | chatting, emoji, emoticon, face, happy, smile, 사람, 얼굴, 웃음, 이모지, 이모티콘, 채팅, 표정, 행복 |  |  |
| icon_face_surprised_circle_fill | IconFaceSurprisedCircleFill | Weight=Fill | chatting, chat, reaction, react, emoji, emoticon, bad, face, sad, surprised, wow, 놀람, 당황, 황당, 깜짝, 사람, 얼굴, 이모지, 이모티콘, 채팅, 표정, 감정 |  |  |
| icon_face_surprised_circle_line | IconFaceSurprisedCircleLine | Weight=Line | chatting, chat, reaction, react, emoji, emoticon, bad, face, sad, surprised, wow, 놀람, 당황, 황당, 깜짝, 사람, 얼굴, 이모지, 이모티콘, 채팅, 표정, 감정 |  |  |
| icon_face_viewfinder_fill | IconFaceViewfinderFill | Weight=Fill | 얼굴, 인증, 사람, 표정, 안면, 인식, 보완, 페이, face, verification, person, expression, facial, recognition, security, pay |  |  |
| icon_face_viewfinder_line | IconFaceViewfinderLine | Weight=Line | 얼굴, 인증, 사람, 표정, 안면, 인식, 보완, 페이, face, verification, person, expression, facial, recognition, security, pay |  |  |
| icon_figure_bike_fill | IconFigureBikeFill | Weight=Fill | figure, wheelchair, accessibility, disabled, 사람, 휠체어, 접근성, 장애인 |  |  |
| icon_figure_bike_line | IconFigureBikeLine | Weight=Line | figure, wheelchair, accessibility, disabled, 사람, 휠체어, 접근성, 장애인 |  |  |
| icon_figure_oval_fill | IconFigureOvalFill | Weight=Fill | figure, oval, person, user, 사람, 타원, 사용자 |  |  |
| icon_figure_oval_line | IconFigureOvalLine | Weight=Line | figure, oval, person, user, 사람, 타원, 사용자 |  |  |
| icon_figure_run_fill | IconFigureRunFill | Weight=Fill | figure, run, person, move, 사람, 달리기, 이동 |  |  |
| icon_figure_run_line | IconFigureRunLine | Weight=Line | figure, run, person, move, 사람, 달리기, 이동 |  |  |
| icon_figure_walk_fill | IconFigureWalkFill | Weight=Fill | alba, figure, man, move, people, person, run, walk, 걷기, 걸어서, 사람, 알바, 유저, 이동 |  |  |
| icon_figure_walk_line | IconFigureWalkLine | Weight=Line | alba, figure, man, move, people, person, run, walk, 걷기, 걸어서, 사람, 알바, 유저, 이동 |  |  |
| icon_figure_wheelchair_fill | IconFigureWheelchairFill | Weight=Fill | figure, wheelchair, accessibility, disabled, 사람, 휠체어, 접근성, 장애인 |  |  |
| icon_figure_wheelchair_line | IconFigureWheelchairLine | Weight=Line | figure, wheelchair, accessibility, disabled, 사람, 휠체어, 접근성, 장애인 |  |  |
| icon_fingerprint_fill | IconFingerprintFill | Weight=Fill | 지문, 손가락, 터치, 인증, 페이, 보완, fingerprint, finger, touch, verification, pay, security |  |  |
| icon_fingerprint_line | IconFingerprintLine | Weight=Line | 지문, 손가락, 터치, 인증, 페이, 보완, fingerprint, finger, touch, verification, pay, security |  |  |
| icon_firework_fill | IconFireworkFill | Weight=Fill | firework, sparkle, happy, party, congratulations, birthday, 폭죽, 축하, 환영, 파티, 생일 |  |  |
| icon_firework_line | IconFireworkLine | Weight=Line | firework, sparkle, happy, party, congratulations, birthday, 폭죽, 축하, 환영, 파티, 생일 |  |  |
| icon_fish_wave2_fill | IconFishWave2Fill | Weight=Fill | 붕어빵, 붕어, 물고기, 겨울, 간식, fish, winter, snack |  |  |
| icon_fish_wave2_line | IconFishWave2Line | Weight=Line | 붕어빵, 붕어, 물고기, 겨울, 간식, fish, winter, snack |  |  |
| icon_flag_fill | IconFlagFill | Weight=Fill | flag, goal, mark, 깃발, 목표, 표시 |  |  |
| icon_flag_hill_fill | IconFlagHillFill | Weight=Fill | achievement, challenge, flag, goal, 깃발, 달성, 도전, 목표, 챌린지 |  |  |
| icon_flag_hill_line | IconFlagHillLine | Weight=Line | achievement, challenge, flag, goal, 깃발, 달성, 도전, 목표, 챌린지 |  |  |
| icon_flag_line | IconFlagLine | Weight=Line | flag, goal, mark, 깃발, 목표, 표시 |  |  |
| icon_flame_fill | IconFlameFill | Weight=Fill | flame, fire, hot, 불꽃, 불, 뜨거움 |  |  |
| icon_flame_line | IconFlameLine | Weight=Line | flame, fire, hot, 불꽃, 불, 뜨거움 |  |  |
| icon_flask_fill | IconFlaskFill | Weight=Fill | flask, science, chemistry, experiment, 플라스크, 과학, 화학, 실험 |  |  |
| icon_flask_line | IconFlaskLine | Weight=Line | flask, science, chemistry, experiment, 플라스크, 과학, 화학, 실험 |  |  |
| icon_fork_spoon_bag_fill | IconForkSpoonBagFill | Weight=Fill | pickup, food delivery, takeaway, restaurant, food, 픽업, 음식 배달, 테이크 아웃, 레스토랑, 음식, 포장 | 픽업 | service |
| icon_fork_spoon_bag_line | IconForkSpoonBagLine | Weight=Line | pickup, food delivery, takeaway, restaurant, food, 픽업, 음식 배달, 테이크 아웃, 레스토랑, 음식, 포장 | 픽업 | service |
| icon_fork_spoon_fill | IconForkSpoonFill | Weight=Fill | cutlery, dining, eat, food, fork, restaurant, spoon, 가게, 레스토랑, 숟가락, 식기, 식당, 식사, 음식, 포크 |  |  |
| icon_fork_spoon_line | IconForkSpoonLine | Weight=Line | cutlery, dining, eat, food, fork, restaurant, spoon, 가게, 레스토랑, 숟가락, 식기, 식당, 식사, 음식, 포크 |  |  |
| icon_fridge_fill | IconFridgeFill | Weight=Fill | 냉장고, 생활, 가전, 냉동, 냉장, refrigerator, lifestyle, appliance, freezing, refrigeration |  |  |
| icon_fridge_line | IconFridgeLine | Weight=Line | 냉장고, 생활, 가전, 냉동, 냉장, refrigerator, lifestyle, appliance, freezing, refrigeration |  |  |
| icon_gear_fill | IconGearFill | Weight=Fill | edit, gear, option, setting, 설정, 세팅, 셋팅, 옵션, 톱니, 톱니바퀴 |  |  |
| icon_gear_line | IconGearLine | Weight=Line | edit, gear, option, setting, 설정, 세팅, 셋팅, 옵션, 톱니, 톱니바퀴 |  |  |
| icon_gift_fill | IconGiftFill | Weight=Fill | box, gift, present, voucher, 기프트, 상자, 선물, 쿠폰 |  |  |
| icon_gift_line | IconGiftLine | Weight=Line | box, gift, present, voucher, 기프트, 상자, 선물, 쿠폰 |  |  |
| icon_globe_fill | IconGlobeFill | Weight=Fill | global, globe, link, web, website, world, 글로벌, 번역, 사이트, 세계, 웹, 웹사이트, 지구, 지구본 |  |  |
| icon_globe_line | IconGlobeLine | Weight=Line | global, globe, link, web, website, world, 글로벌, 번역, 사이트, 세계, 웹, 웹사이트, 지구, 지구본 |  |  |
| icon_graduationcap_fill | IconGraduationcapFill | Weight=Fill | education, school, university, graduation, 과외, 수업, 교육, 학교, 대학교, 졸업 |  |  |
| icon_graduationcap_line | IconGraduationcapLine | Weight=Line | education, school, university, graduation, 과외, 수업, 교육, 학교, 대학교, 졸업 |  |  |
| icon_grid_dot5_fill | IconGridDot5Fill | Weight=Fill | QR코드, QR오더, QR주문, 큐알, 큐알오더, 큐알주문, 큐알코드, 오더, 주문, 코드, QR, QR Code, QR Order, qrcode, qrorder |  | service |
| icon_grid_dot5_line | IconGridDot5Line | Weight=Line | QR코드, QR오더, QR주문, 큐알, 큐알오더, 큐알주문, 큐알코드, 오더, 주문, 코드, QR, QR Code, QR Order, qrcode, qrorder |  | service |
| icon_grid_fill | IconGridFill | Weight=Fill | align, contents, grid, layout, list, menu, all, 전체, 그리드, 레이아웃, 리스트, 모아보기, 목록, 정렬, 콘텐츠 |  |  |
| icon_grid_heart_fill | IconGridHeartFill | Weight=Fill | align, contents, favorite, grid, heart, layout, list, menu, 그리드, 레이아웃, 리스트, 모아보기, 목록, 전체, 정렬, 좋아요, 콘텐츠, 하트 |  |  |
| icon_grid_heart_line | IconGridHeartLine | Weight=Line | align, contents, favorite, grid, heart, layout, list, menu, 그리드, 레이아웃, 리스트, 모아보기, 목록, 전체, 정렬, 좋아요, 콘텐츠, 하트 |  |  |
| icon_grid_line | IconGridLine | Weight=Line | align, contents, grid, layout, list, menu, all, 전체, 그리드, 레이아웃, 리스트, 모아보기, 목록, 정렬, 콘텐츠 |  |  |
| icon_hand_point_up_fill | IconHandPointUpFill | Weight=Fill | click, finger, hand, point, select, up, 가리키기, 선택, 손, 위, 클릭 |  |  |
| icon_hand_point_up_line | IconHandPointUpLine | Weight=Line | click, finger, hand, point, select, up, 가리키기, 선택, 손, 위, 클릭 |  |  |
| icon_hand_wave_fill | IconHandWaveFill | Weight=Fill | hand, wave, hello, goodbye, greeting, 손, 흔들기, 인사 |  |  |
| icon_hand_wave_line | IconHandWaveLine | Weight=Line | hand, wave, hello, goodbye, greeting, 손, 흔들기, 인사 |  |  |
| icon_hash_fill | IconHashFill | Weight=Fill | #, hash, hashtag, number sign, tag, 샵, 태그, 해시태그 |  |  |
| icon_hash_line | IconHashLine | Weight=Line | #, hash, hashtag, number sign, tag, 샵, 태그, 해시태그 |  |  |
| icon_headphone_fill | IconHeadphoneFill | Weight=Fill | headphone, audio, music, sound, bluetooth, 헤드폰, 오디오, 음악 |  |  |
| icon_headphone_line | IconHeadphoneLine | Weight=Line | headphone, audio, music, sound, bluetooth, 헤드폰, 오디오, 음악 |  |  |
| icon_headset_fill | IconHeadsetFill | Weight=Fill | customer service, headphone, headphones, headset, help, sound, support, 고객 서비스, 도움, 지원, 헤드셋, 헤드폰 |  |  |
| icon_headset_line | IconHeadsetLine | Weight=Line | customer service, headphone, headphones, headset, help, sound, support, 고객 서비스, 도움, 지원, 헤드셋, 헤드폰 |  |  |
| icon_heart_fill | IconHeartFill | Weight=Fill | favorite, heart, like, love, 관심, 사랑, 좋아요, 하트 |  |  |
| icon_heart_line | IconHeartLine | Weight=Line | favorite, heart, like, love, 관심, 사랑, 좋아요, 하트 |  |  |
| icon_horizline_viewfinder_fill | IconHorizlineViewfinderFill | Weight=Fill | camera, chat, horizontal line, qr, qrcode, qr코드, scan, scanner, viewfinder, 가로선, 뷰파인더, 스캐너, 스캔, 채팅, 카메라 |  |  |
| icon_horizline_viewfinder_line | IconHorizlineViewfinderLine | Weight=Line | camera, chat, horizontal line, qr, qrcode, qr코드, scan, scanner, viewfinder, 가로선, 뷰파인더, 스캐너, 스캔, 채팅, 카메라 |  |  |
| icon_horizline2_vertical_chatbubble_rectangular_right_fill | IconHorizline2VerticalChatbubbleRectangularRightFill | Weight=Fill | bubble, chat, comment, lines, message, reply, text, 댓글, 말풍선, 메시지, 선, 채팅, 텍스트 |  |  |
| icon_horizline2_vertical_chatbubble_rectangular_right_line | IconHorizline2VerticalChatbubbleRectangularRightLine | Weight=Line | bubble, chat, comment, lines, message, reply, text, 댓글, 말풍선, 메시지, 선, 채팅, 텍스트 |  |  |
| icon_horizline2_vertical_chatbubble_rectangular_right_slash_fill | IconHorizline2VerticalChatbubbleRectangularRightSlashFill | Weight=Fill | bubble, chat, comment, lines, message, reply, text, 댓글, 안받기, 댓글안받기, refuse, blocked, 말풍선, 메시지, 텍스트 |  |  |
| icon_horizline2_vertical_chatbubble_rectangular_right_slash_line | IconHorizline2VerticalChatbubbleRectangularRightSlashLine | Weight=Line | bubble, chat, comment, lines, message, reply, text, 댓글, 안받기, 댓글안받기, refuse, blocked, 말풍선, 메시지, 텍스트 |  |  |
| icon_horizline3_vertical_checkmark_fill | IconHorizline3VerticalCheckmarkFill | Weight=Fill | check, complete, list, list_select, menu, options, 메뉴, 목록, 선택, 옵션, 완료, 체크, 확인 |  |  |
| icon_horizline3_vertical_checkmark_line | IconHorizline3VerticalCheckmarkLine | Weight=Line | check, complete, list, list_select, menu, options, 메뉴, 목록, 선택, 옵션, 완료, 체크, 확인 |  |  |
| icon_horizline3_vertical_fill | IconHorizline3VerticalFill | Weight=Fill | list, menu, options, 더보기, 메뉴, 목록, 옵션 |  |  |
| icon_horizline3_vertical_line | IconHorizline3VerticalLine | Weight=Line | list, menu, options, 더보기, 메뉴, 목록, 옵션 |  |  |
| icon_horizline3_vertical_star_fill | IconHorizline3VerticalStarFill | Weight=Fill | bookmark, bookmark_list, bookmarklist, divider, favorite, horizontal, important, lines, list, menu, options, star, vertical, 가로, 메뉴, 목록, 별, 북마크, 북마크리스트, 분리, 선, 세로, 옵션, 저장, 저장목록, 중요 |  |  |
| icon_horizline3_vertical_star_line | IconHorizline3VerticalStarLine | Weight=Line | bookmark, bookmark_list, bookmarklist, divider, favorite, horizontal, important, lines, list, menu, options, star, vertical, 가로, 메뉴, 목록, 별, 북마크, 북마크리스트, 분리, 선, 세로, 옵션, 저장, 저장목록, 중요 |  |  |
