# Library
URL: /foundations/iconography/library
Source: https://github.com/daangn/seed-design/blob/dev/docs/content/foundations/iconography/library.mdx



## Monochrome Icons

| Icon Name | React Component Name | Figma Name | Keywords | Services | Tags |
| icon_horizline3_vertical_tight_fill | IconHorizline3VerticalTightFill | Weight=Fill | divider, handle, horizontal, lines, vertical, 가로, 분리, 선, 세로, 이동, 핸들 |  |  |
| icon_horizline3_vertical_tight_line | IconHorizline3VerticalTightLine | Weight=Line | divider, handle, horizontal, lines, vertical, 가로, 분리, 선, 세로, 이동, 핸들 |  |  |
| icon_horizrectangle_horizline2_vertical_fill | IconHorizrectangleHorizline2VerticalFill | Weight=Fill | card, horizontal, image, layout, lines, list, list_card, rectangle, thumbnail, type, vertical, view, 가로, 레이아웃, 리스트, 뷰타입, 선, 세로, 썸네일, 직사각형, 카드 |  |  |
| icon_horizrectangle_horizline2_vertical_line | IconHorizrectangleHorizline2VerticalLine | Weight=Line | card, horizontal, image, layout, lines, list, list_card, rectangle, thumbnail, type, vertical, view, 가로, 레이아웃, 리스트, 뷰타입, 선, 세로, 썸네일, 직사각형, 카드 |  |  |
| icon_hospitalcross_building_fill | IconHospitalcrossBuildingFill | Weight=Fill | 병원, 의료, medical, hospital, building, clinic |  |  |
| icon_hospitalcross_building_line | IconHospitalcrossBuildingLine | Weight=Line | 병원, 의료, medical, hospital, building, clinic |  |  |
| icon_hospitalcross_shield_fill | IconHospitalcrossShieldFill | Weight=Fill | protection, security, medical, insurance, 방패, 보호, 보안, 의료, 보험 |  |  |
| icon_hospitalcross_shield_line | IconHospitalcrossShieldLine | Weight=Line | protection, security, medical, insurance, 방패, 보호, 보안, 의료, 보험 |  |  |
| icon_hospitalcross_square_fill | IconHospitalcrossSquareFill | Weight=Fill | 병원, 의료, medical, hospital, clinic |  |  |
| icon_hospitalcross_square_line | IconHospitalcrossSquareLine | Weight=Line | 병원, 의료, medical, hospital, clinic |  |  |
| icon_house_card_fill | IconHouseCardFill | Weight=Fill | 월세, 카드, 집, 부동산, 페이, 결제, rent, card, home, real estate, pay, payment |  |  |
| icon_house_card_line | IconHouseCardLine | Weight=Line | 월세, 카드, 집, 부동산, 페이, 결제, rent, card, home, real estate, pay, payment |  |  |
| icon_house_fill | IconHouseFill | Weight=Fill | building, home, house, 건물, 메인, 집, 홈 |  |  |
| icon_house_line | IconHouseLine | Weight=Line | building, home, house, 건물, 메인, 집, 홈 |  |  |
| icon_house_plus_fill | IconHousePlusFill | Weight=Fill | 우리집, 추가, 집, house, home, add, myhome |  |  |
| icon_house_plus_line | IconHousePlusLine | Weight=Line | 우리집, 추가, 집, house, home, add, myhome |  |  |
| icon_house_square_fill | IconHouseSquareFill | Weight=Fill | house, home, heart, favorite, 집, 홈, myhome, 우리집, 마이홈 |  |  |
| icon_house_square_line | IconHouseSquareLine | Weight=Line | house, home, heart, favorite, 집, 홈, myhome, 우리집, 마이홈 |  |  |
| icon_i_lowercase_serif_circle_fill | IconILowercaseSerifCircleFill | Weight=Fill | circle, help, info, information, noti, notice, tip, 공지, 도움말, 설명, 안내, 원, 정보 |  |  |
| icon_i_lowercase_serif_circle_line | IconILowercaseSerifCircleLine | Weight=Line | circle, help, info, information, noti, notice, tip, 공지, 도움말, 설명, 안내, 원, 정보 |  |  |
| icon_keyboard_chevron_down_fill | IconKeyboardChevronDownFill | Weight=Fill | chevron, down, input, keyboard, keyboard_hiding, 셰브론, 숨김, 아래, 입력, 키보드, 키보드닫기 |  |  |
| icon_keyboard_chevron_down_line | IconKeyboardChevronDownLine | Weight=Line | chevron, down, input, keyboard, keyboard_hiding, 셰브론, 숨김, 아래, 입력, 키보드, 키보드닫기 |  |  |
| icon_keyhole_shield_fill | IconKeyholeShieldFill | Weight=Fill | confirmation_pay, financial security, protection, security, shield, won, 결제, 금융 보안, 방패, 보안, 보호, 금융인증서, 인증, lock |  |  |
| icon_keyhole_shield_line | IconKeyholeShieldLine | Weight=Line | confirmation_pay, financial security, protection, security, shield, won, 결제, 금융 보안, 방패, 보안, 보호, 금융인증서, 인증, lock |  |  |
| icon_laptop_fill | IconLaptopFill | Weight=Fill | computer, device, laptop, macbook, notebook, 기기, 노트북, 랩탑, 맥북, 컴퓨터 |  |  |
| icon_laptop_line | IconLaptopLine | Weight=Line | computer, device, laptop, macbook, notebook, 기기, 노트북, 랩탑, 맥북, 컴퓨터 |  |  |
| icon_leaf_fill | IconLeafFill | Weight=Fill | green, leaf, nature, plant, safe, vegetable, 나뭇잎, 식물, 잎, 자연, 채소, 친환경, 풀, 환경 |  |  |
| icon_leaf_line | IconLeafLine | Weight=Line | green, leaf, nature, plant, safe, vegetable, 나뭇잎, 식물, 잎, 자연, 채소, 친환경, 풀, 환경 |  |  |
| icon_lightbulb_dot5_fill | IconLightbulbDot5Fill | Weight=Fill | lightbulb, idea, solution, 전구, 아이디어, 해결책 |  |  |
| icon_lightbulb_dot5_line | IconLightbulbDot5Line | Weight=Line | lightbulb, idea, solution, 전구, 아이디어, 해결책 |  |  |
| icon_lightning_fill | IconLightningFill | Weight=Fill | lightning, electricity, power, 번개, 전기, 파워 |  |  |
| icon_lightning_line | IconLightningLine | Weight=Line | lightning, electricity, power, 번개, 전기, 파워 |  |  |
| icon_lightning_slash_fill | IconLightningSlashFill | Weight=Fill | lightning, electricity, power, off, 번개, 전기, 파워, 끄기 |  |  |
| icon_lightning_slash_line | IconLightningSlashLine | Weight=Line | lightning, electricity, power, off, 번개, 전기, 파워, 끄기 |  |  |
| icon_linechart_up_xaxis_fill | IconLinechartUpXaxisFill | Weight=Fill | ad, graph, boost, growth, increase, trend, statistics, data, 광고, 부스터, 부스트, 성장, 증가, 추세, 통계, 데이터, 이웃광고 | 이웃광고 | service |
| icon_linechart_up_xaxis_line | IconLinechartUpXaxisLine | Weight=Line | ad, graph, boost, growth, increase, trend, statistics, data, 광고, 부스터, 부스트, 성장, 증가, 추세, 통계, 데이터, 이웃광고 | 이웃광고 | service |
| icon_locationpin_fill | IconLocationpinFill | Weight=Fill | location, map, near, near_me, pin, place, 근처, 내위치, 내주변, 위치, 장소, 지도, 핀 |  |  |
| icon_locationpin_line | IconLocationpinLine | Weight=Line | location, map, near, near_me, pin, place, 근처, 내위치, 내주변, 위치, 장소, 지도, 핀 |  |  |
| icon_lock_fill | IconLockFill | Weight=Fill | lock, password, security, 보안, 비밀번호, 자물쇠, 잠금 |  |  |
| icon_lock_line | IconLockLine | Weight=Line | lock, password, security, 보안, 비밀번호, 자물쇠, 잠금 |  |  |
| icon_lock_opened_fill | IconLockOpenedFill | Weight=Fill | lock, unlock, security, password, 잠금, 해제, 보안, 비밀번호 |  |  |
| icon_lock_opened_line | IconLockOpenedLine | Weight=Line | lock, unlock, security, password, 잠금, 해제, 보안, 비밀번호 |  |  |
| icon_magnifyingglass_fill | IconMagnifyingglassFill | Weight=Fill | find, magnifying glass, search, 검색, 돋보기, 찾기 |  |  |
| icon_magnifyingglass_line | IconMagnifyingglassLine | Weight=Line | find, magnifying glass, search, 검색, 돋보기, 찾기 |  |  |
| icon_malesymbol_femalesymbol_fill | IconMalesymbolFemalesymbolFill | Weight=Fill | female, gender, male, man, sex, woman, 남성, 남자, 성, 성별, 여성, 여자 |  |  |
| icon_malesymbol_femalesymbol_line | IconMalesymbolFemalesymbolLine | Weight=Line | female, gender, male, man, sex, woman, 남성, 남자, 성, 성별, 여성, 여자 |  |  |
| icon_map_fill | IconMapFill | Weight=Fill | area, location, map, place, 위치, 장소, 지도 |  |  |
| icon_map_line | IconMapLine | Weight=Line | area, location, map, place, 위치, 장소, 지도 |  |  |
| icon_map_locationpin_fill | IconMapLocationpinFill | Weight=Fill | area, location, map, pin, place, 위치, 장소, 지도, 핀 |  |  |
| icon_map_locationpin_line | IconMapLocationpinLine | Weight=Line | area, location, map, pin, place, 위치, 장소, 지도, 핀 |  |  |
| icon_megaphone_fill | IconMegaphoneFill | Weight=Fill | announcement, loudspeaker, megaphone, notice, promotion, speaker, 공지, 스피커, 알림, 홍보, 확성기 |  |  |
| icon_megaphone_line | IconMegaphoneLine | Weight=Line | announcement, loudspeaker, megaphone, notice, promotion, speaker, 공지, 스피커, 알림, 홍보, 확성기 |  |  |
| icon_megaphone_tilted_fill | IconMegaphoneTiltedFill | Weight=Fill | ad, 확성기, 메가폰, megaphone, 광고 | 광고 | service |
| icon_megaphone_tilted_line | IconMegaphoneTiltedLine | Weight=Line | ad, 확성기, 메가폰, megaphone, 광고 | 광고 | service |
| icon_metro_frontside_fill | IconMetroFrontsideFill | Weight=Fill | metro, subway, underground, 지하철, 메트로, 역, 교통 |  |  |
| icon_metro_frontside_line | IconMetroFrontsideLine | Weight=Line | metro, subway, underground, 지하철, 메트로, 역, 교통 |  |  |
| icon_microphone_fill | IconMicrophoneFill | Weight=Fill | audio, mic, microphone, record, 녹음, 마이크, 음성 |  |  |
| icon_microphone_line | IconMicrophoneLine | Weight=Line | audio, mic, microphone, record, 녹음, 마이크, 음성 |  |  |
| icon_microphone_slash_fill | IconMicrophoneSlashFill | Weight=Fill | audio, disabled, mic, off, mic_off, microphone, mute, record, 끄기, 끄다, 녹음, 마이크, 음성, 음소거 |  |  |
| icon_microphone_slash_line | IconMicrophoneSlashLine | Weight=Line | audio, disabled, mic, off, mic_off, microphone, mute, record, 끄기, 끄다, 녹음, 마이크, 음성, 음소거 |  |  |
| icon_microwave_fill | IconMicrowaveFill | Weight=Fill | 전자레인지, 가전, 생활, 부동산, microwave, appliance, lifestyle, realty |  |  |
| icon_microwave_line | IconMicrowaveLine | Weight=Line | 전자레인지, 가전, 생활, 부동산, microwave, appliance, lifestyle, realty |  |  |
| icon_midcut_square_fill | IconMidcutSquareFill | Weight=Fill | 파일, 문서, 보관함, 보관, 저장, 임시, 임시저장, file, document, archive, storage, save, temp, autosave |  |  |
| icon_midcut_square_line | IconMidcutSquareLine | Weight=Line | 파일, 문서, 보관함, 보관, 저장, 임시, 임시저장, file, document, archive, storage, save, temp, autosave |  |  |
| icon_minus_circle_fill | IconMinusCircleFill | Weight=Fill | circle, info, minus, remove, subtract, subtract_circle, 마이너스, 빼기, 원, 제거 |  |  |
| icon_minus_circle_line | IconMinusCircleLine | Weight=Line | circle, info, minus, remove, subtract, subtract_circle, 마이너스, 빼기, 원, 제거 |  |  |
| icon_minus_fat_fill | IconMinusFatFill | Weight=Fill | minus, subtract, remove, 빼기, 제거 |  | fat |
| icon_minus_fat_line | IconMinusFatLine | Weight=Line | minus, subtract, remove, 빼기, 제거 |  | fat |
| icon_minus_fill | IconMinusFill | Weight=Fill | -, minus, remove, subtract, subtraction, 마이너스, 빼기, 제거, 짝대기 |  |  |
| icon_minus_line | IconMinusLine | Weight=Line | -, minus, remove, subtract, subtraction, 마이너스, 빼기, 제거, 짝대기 |  |  |
| icon_mobile_fill | IconMobileFill | Weight=Fill | device, mobile, phone, smartphone, 기기, 모바일, 스마트폰, 폰, 휴대폰 |  |  |
| icon_mobile_line | IconMobileLine | Weight=Line | device, mobile, phone, smartphone, 기기, 모바일, 스마트폰, 폰, 휴대폰 |  |  |
| icon_moon_fill | IconMoonFill | Weight=Fill | dark, moon, night, weather, 날씨, 다크, 달, 밤, 어두운 |  |  |
| icon_moon_line | IconMoonLine | Weight=Line | dark, moon, night, weather, 날씨, 다크, 달, 밤, 어두운 |  |  |
| icon_musicalnote_double_fill | IconMusicalnoteDoubleFill | Weight=Fill | music, note, double, 음악, 음표, 두개 |  |  |
| icon_musicalnote_double_line | IconMusicalnoteDoubleLine | Weight=Line | music, note, double, 음악, 음표, 두개 |  |  |
| icon_n_uppercase_circle_fill | IconNUppercaseCircleFill | Weight=Fill | N, badge, circle, letter, new, newtopic, uppercase, 글자, 대문자, 뱃지, 신규, 알파벳, 업데이트, 원 |  |  |
| icon_n_uppercase_circle_line | IconNUppercaseCircleLine | Weight=Line | N, badge, circle, letter, new, newtopic, uppercase, 글자, 대문자, 뱃지, 신규, 알파벳, 업데이트, 원 |  |  |
| icon_nailpolish_fill | IconNailpolishFill | Weight=Fill | beauty, cosmetics, makeup, nail, polish, 뷰티, 화장품, 메이크업, 네일, 폴리쉬 |  |  |
| icon_nailpolish_line | IconNailpolishLine | Weight=Line | beauty, cosmetics, makeup, nail, polish, 뷰티, 화장품, 메이크업, 네일, 폴리쉬 |  |  |
| icon_needle_scale_fill | IconNeedleScaleFill | Weight=Fill | 저울, 무게, 택배, scale, weight, parcel |  |  |
| icon_needle_scale_line | IconNeedleScaleLine | Weight=Line | 저울, 무게, 택배, scale, weight, parcel |  |  |
| icon_p_uppercase_circle_fill | IconPUppercaseCircleFill | Weight=Fill | 페이, 결제, 포인트, 계산, pay, point, money |  |  |
| icon_p_uppercase_circle_line | IconPUppercaseCircleLine | Weight=Line | 페이, 결제, 포인트, 계산, pay, point, money |  |  |
| icon_paintroller_fill | IconPaintrollerFill | Weight=Fill | homerepair, paint, roller, tool, home improvement, 페인트, 롤러, 도구, 집수리, 수리 |  |  |
| icon_paintroller_line | IconPaintrollerLine | Weight=Line | homerepair, paint, roller, tool, home improvement, 페인트, 롤러, 도구, 집수리, 수리 |  |  |
| icon_palette_fill | IconPaletteFill | Weight=Fill | class, art, design, color, palette, 과외, 취미, 수업, 미술, 디자인, 색상, 팔레트 |  |  |
| icon_palette_line | IconPaletteLine | Weight=Line | class, art, design, color, palette, 과외, 취미, 수업, 미술, 디자인, 색상, 팔레트 |  |  |
| icon_paperclip_fill | IconPaperclipFill | Weight=Fill | attach, clip, file, link, paperclip, scrap, 링크, 첨부, 클립, 파일 |  |  |
| icon_paperclip_line | IconPaperclipLine | Weight=Line | attach, clip, file, link, paperclip, scrap, 링크, 첨부, 클립, 파일 |  |  |
| icon_paperplane_fill | IconPaperplaneFill | Weight=Fill | airplane, chat, chatting, chatting_send, message, paperplane, send, 메시지, 보내기, 비행기, 전송, 종이비행기, 채팅 |  |  |
| icon_paperplane_line | IconPaperplaneLine | Weight=Line | airplane, chat, chatting, chatting_send, message, paperplane, send, 메시지, 보내기, 비행기, 전송, 종이비행기, 채팅 |  |  |
| icon_paperplane_tilted_fill | IconPaperplaneTiltedFill | Weight=Fill | airplane, chat, chatting, chatting_send, message, paperplane, send, 메시지, 보내기, 비행기, 전송, 종이비행기, 채팅 |  |  |
| icon_paperplane_tilted_line | IconPaperplaneTiltedLine | Weight=Line | airplane, chat, chatting, chatting_send, message, paperplane, send, 메시지, 보내기, 비행기, 전송, 종이비행기, 채팅 |  |  |
| icon_pawprint_fill | IconPawprintFill | Weight=Fill | animal, 동물, 발바닥, 발, 발모양, 발자국, foot, footprint, print |  |  |
| icon_pawprint_line | IconPawprintLine | Weight=Line | animal, 동물, 발바닥, 발, 발모양, 발자국, foot, footprint, print |  |  |
| icon_pen_horizline_fill | IconPenHorizlineFill | Weight=Fill | edit, horizontal line, pen, write, 가로선, 수정, 쓰기, 쓰다, 연필, 작성, 펜 |  |  |
| icon_pen_horizline_line | IconPenHorizlineLine | Weight=Line | edit, horizontal line, pen, write, 가로선, 수정, 쓰기, 쓰다, 연필, 작성, 펜 |  |  |
| icon_pencil_fill | IconPencilFill | Weight=Fill | pencil, school, study, 과외, 수업, 교육, 학교, 대학교, 학원, 연필 |  |  |
| icon_pencil_line | IconPencilLine | Weight=Line | pencil, school, study, 과외, 수업, 교육, 학교, 대학교, 학원, 연필 |  |  |
| icon_people3_fill | IconPeople3Fill | Weight=Fill | 커뮤니티, 사람, 그룹, 사회, community, people, group, society |  | service |
| icon_people3_line | IconPeople3Line | Weight=Line | 커뮤니티, 사람, 그룹, 사회, community, people, group, society |  | service |
| icon_percent_fill | IconPercentFill | Weight=Fill | %, discount, percent, percentage, 퍼센트, 할인 |  |  |
| icon_percent_flower_fill | IconPercentFlowerFill | Weight=Fill | percent, discount, sale, flower, shape, 퍼센트, 할인, 세일, 꽃, 모양 |  |  |
| icon_percent_flower_line | IconPercentFlowerLine | Weight=Line | percent, discount, sale, flower, shape, 퍼센트, 할인, 세일, 꽃, 모양 |  |  |
| icon_percent_line | IconPercentLine | Weight=Line | %, discount, percent, percentage, 퍼센트, 할인 |  |  |
| icon_person_circle_fill | IconPersonCircleFill | Weight=Fill | account, circle, my, my_profile, person, profile, uesr, user, 계정, 나의, 마이, 사람, 사용자, 원, 유저, 프로필 |  |  |
| icon_person_circle_line | IconPersonCircleLine | Weight=Line | account, circle, my, my_profile, person, profile, uesr, user, 계정, 나의, 마이, 사람, 사용자, 원, 유저, 프로필 |  |  |
| icon_person_fill | IconPersonFill | Weight=Fill | human, my, people, person, profile, uesr, user, 단골, 사람, 사용자, 유저, 프로필 |  |  |
| icon_person_flower_fill | IconPersonFlowerFill | Weight=Fill | person, profile, flower, 전문가, 사람, 프로필, 꽃, 모양 |  |  |
| icon_person_flower_line | IconPersonFlowerLine | Weight=Line | person, profile, flower, 전문가, 사람, 프로필, 꽃, 모양 |  |  |
| icon_person_line | IconPersonLine | Weight=Line | human, my, people, person, profile, uesr, user, 단골, 사람, 사용자, 유저, 프로필 |  |  |
| icon_person_magnifyingglass_fill | IconPersonMagnifyingglassFill | Weight=Fill | discover, explore, find, job, jobs, magnifying glass, person, search, vertical, 검색, 공고, 돋보기, 발견, 버티컬, 사람, 알바, 찾기, 탐색 | 알바 | service |
| icon_person_magnifyingglass_line | IconPersonMagnifyingglassLine | Weight=Line | discover, explore, find, job, jobs, magnifying glass, person, search, vertical, 검색, 공고, 돋보기, 발견, 버티컬, 사람, 알바, 찾기, 탐색 | 알바 | service |
| icon_person_plus_fill | IconPersonPlusFill | Weight=Fill | add, create, friend, human, invite, invite_friend, my, people, person, profile, uesr, user, 단골, 사람, 사용자, 생성, 유저, 초대, 추가, 친구, 프로필 |  |  |
| icon_person_plus_line | IconPersonPlusLine | Weight=Line | add, create, friend, human, invite, invite_friend, my, people, person, profile, uesr, user, 단골, 사람, 사용자, 생성, 유저, 초대, 추가, 친구, 프로필 |  |  |
| icon_person_shield_fill | IconPersonShieldFill | Weight=Fill | confirmation_profile, person, protection, security, shield, user safety, 방패, 보안, 보호, 사람, 사용자 안전 |  |  |
| icon_person_shield_line | IconPersonShieldLine | Weight=Line | confirmation_profile, person, protection, security, shield, user safety, 방패, 보안, 보호, 사람, 사용자 안전 |  |  |
| icon_person2_fill | IconPerson2Fill | Weight=Fill | group, people, profile, user, user_group, users, 그룹, 사람, 사람들, 유저, 집단 |  |  |
| icon_person2_line | IconPerson2Line | Weight=Line | group, people, profile, user, user_group, users, 그룹, 사람, 사람들, 유저, 집단 |  |  |
| icon_person2_openarms_fill | IconPerson2OpenarmsFill | Weight=Fill | people, community, group, welcome, 모임, 동네생활, 사람들, 커뮤니티, 그룹, 환영 | 모임 | service |
| icon_person2_openarms_line | IconPerson2OpenarmsLine | Weight=Line | people, community, group, welcome, 모임, 동네생활, 사람들, 커뮤니티, 그룹, 환영 | 모임 | service |
| icon_phone_fill | IconPhoneFill | Weight=Fill | call, phone, telephone, 전화, 콜 |  |  |
| icon_phone_line | IconPhoneLine | Weight=Line | call, phone, telephone, 전화, 콜 |  |  |
| icon_phone_xmark_fill | IconPhoneXmarkFill | Weight=Fill | call, call_declined, cancel, declined, off, phone, reject, 거절, 끄다, 수신불가, 전화, 전화기, 취소 |  |  |
| icon_phone_xmark_line | IconPhoneXmarkLine | Weight=Line | call, call_declined, cancel, declined, off, phone, reject, 거절, 끄다, 수신불가, 전화, 전화기, 취소 |  |  |
| icon_picture_fill | IconPictureFill | Weight=Fill | album, image, photo, picture, 그림, 사진, 앨범, 이미지, 첨부 |  |  |
| icon_picture_line | IconPictureLine | Weight=Line | album, image, photo, picture, 그림, 사진, 앨범, 이미지, 첨부 |  |  |
| icon_picture2_stacked_fill | IconPicture2StackedFill | Weight=Fill | image, images, photo, photo_several, photos, pictures, stack, 다중이미지, 복수, 사진, 스택, 앨범, 이미지, 첨부 |  |  |
| icon_picture2_stacked_line | IconPicture2StackedLine | Weight=Line | image, images, photo, photo_several, photos, pictures, stack, 다중이미지, 복수, 사진, 스택, 앨범, 이미지, 첨부 |  |  |
| icon_plus_circle_fill | IconPlusCircleFill | Weight=Fill | add, add_circle, circle, create, info, plus, 더하기, 불러오기, 생성, 원, 추가 |  |  |
| icon_plus_circle_line | IconPlusCircleLine | Weight=Line | add, add_circle, circle, create, info, plus, 더하기, 불러오기, 생성, 원, 추가 |  |  |
| icon_plus_fill | IconPlusFill | Weight=Fill | +, add, create, plus, 더하기, 불러오기, 생성, 추가 |  |  |
| icon_plus_line | IconPlusLine | Weight=Line | +, add, create, plus, 더하기, 불러오기, 생성, 추가 |  |  |
| icon_plus_small_fill | IconPlusSmallFill | Weight=Fill | +, add, create, plus, 더하기, 불러오기, 생성, 추가, small |  |  |
| icon_plus_small_line | IconPlusSmallLine | Weight=Line | +, add, create, plus, 더하기, 불러오기, 생성, 추가, small |  |  |
| icon_plus_square_fill | IconPlusSquareFill | Weight=Fill | add, create, plus, sell, square, 더하기, 사각형, 생성, 추가 |  |  |
| icon_plus_square_line | IconPlusSquareLine | Weight=Line | add, create, plus, sell, square, 더하기, 사각형, 생성, 추가 |  |  |
| icon_post_fill | IconPostFill | Weight=Fill | community, eco-friendly, leaf, nature, news, note, paper, person, post, 노트, 사람, 잎, 자연, 친환경, 커뮤니티, 포스트, 동네생활 |  |  |
| icon_post_line | IconPostLine | Weight=Line | community, eco-friendly, leaf, nature, news, note, paper, person, post, 노트, 사람, 잎, 자연, 친환경, 커뮤니티, 포스트, 동네생활 |  |  |
| icon_pushpin_fill | IconPushpinFill | Weight=Fill | attach, pin, pushpin, 고정, 압정, 핀 |  |  |
| icon_pushpin_line | IconPushpinLine | Weight=Line | attach, pin, pushpin, 고정, 압정, 핀 |  |  |
| icon_q_uppercase_chatbubble_right_fill | IconQUppercaseChatbubbleRightFill | Weight=Fill | question, chat, bubble, message, 질문, 채팅, 말풍선, 메시지 |  |  |
| icon_q_uppercase_chatbubble_right_line | IconQUppercaseChatbubbleRightLine | Weight=Line | question, chat, bubble, message, 질문, 채팅, 말풍선, 메시지 |  |  |
| icon_questionmark_circle_fill | IconQuestionmarkCircleFill | Weight=Fill | circle, help, info, information, question, question mark, tip, 도움, 도움말, 문의, 물음표, 원, 정보 |  |  |
| icon_questionmark_circle_line | IconQuestionmarkCircleLine | Weight=Line | circle, help, info, information, question, question mark, tip, 도움, 도움말, 문의, 물음표, 원, 정보 |  |  |
| icon_questionmark_square_fill | IconQuestionmarkSquareFill | Weight=Fill | check, circle, help, information, question, question mark, question_check, square, 도움돼요, 도움말, 물음표, 사각형, 완료, 정보, 체크 |  |  |
| icon_questionmark_square_line | IconQuestionmarkSquareLine | Weight=Line | check, circle, help, information, question, question mark, question_check, square, 도움돼요, 도움말, 물음표, 사각형, 완료, 정보, 체크 |  |  |
| icon_quotationmark2_left_fill | IconQuotationmark2LeftFill | Weight=Fill | left, quotation, quotation mark, quote, talkingup, 따옴표, 쌍따움표, 왼쪽, 인용 |  |  |
| icon_quotationmark2_left_line | IconQuotationmark2LeftLine | Weight=Line | left, quotation, quotation mark, quote, talkingup, 따옴표, 쌍따움표, 왼쪽, 인용 |  |  |
| icon_quotationmark2_right_fill | IconQuotationmark2RightFill | Weight=Fill | quotation, quotation mark, quote, right, talkingdown, 따옴표, 쌍따움표, 오른쪽, 인용 |  |  |
| icon_quotationmark2_right_line | IconQuotationmark2RightLine | Weight=Line | quotation, quotation mark, quote, right, talkingdown, 따옴표, 쌍따움표, 오른쪽, 인용 |  |  |
| icon_receipt_fill | IconReceiptFill | Weight=Fill | bill, invoice, note, receipt, 노트, 비즈니스, 빌지, 영수증, 청구서 |  |  |
| icon_receipt_line | IconReceiptLine | Weight=Line | bill, invoice, note, receipt, 노트, 비즈니스, 빌지, 영수증, 청구서 |  |  |
| icon_rectangle_splited_line_vertical_fill | IconRectangleSplitedLineVerticalFill | Weight=Fill | rectangle, split, vertical, divide, 직사각형, 분할, 세로, 나누기 |  |  |
| icon_rectangle_splited_line_vertical_line | IconRectangleSplitedLineVerticalLine | Weight=Line | rectangle, split, vertical, divide, 직사각형, 분할, 세로, 나누기 |  |  |
| icon_roadlane_fill | IconRoadlaneFill | Weight=Fill | car, car_ldws, highway, lane, road, street, 경보, 고속도로, 도로, 센서, 이탈, 중고차, 차선 |  |  |
| icon_roadlane_line | IconRoadlaneLine | Weight=Line | car, car_ldws, highway, lane, road, street, 경보, 고속도로, 도로, 센서, 이탈, 중고차, 차선 |  |  |
| icon_rocket_fill | IconRocketFill | Weight=Fill | 사과, 과일, 농수산물, apple, fruit |  | service |
| icon_rocket_line | IconRocketLine | Weight=Line | 사과, 과일, 농수산물, apple, fruit |  | service |
| icon_rooftoproom_fill | IconRooftoproomFill | Weight=Fill | 옥탑, 건물, 주거, 집, 지붕, 루프탑, 옥상, 빌딩, rooftop, building, residence, home, roof |  |  |
| icon_rooftoproom_line | IconRooftoproomLine | Weight=Line | 옥탑, 건물, 주거, 집, 지붕, 루프탑, 옥상, 빌딩, rooftop, building, residence, home, roof |  |  |
| icon_s_uppercase_horizline_center_fill | IconSUppercaseHorizlineCenterFill | Weight=Fill | edit, s, font, letter, text, type, typo, write, underline, 글, 글자, 알파벳, 작성, 타이포, 텍스트, 폰트, 밑줄, 편집 |  |  |
| icon_s_uppercase_horizline_center_line | IconSUppercaseHorizlineCenterLine | Weight=Line | edit, s, font, letter, text, type, typo, write, underline, 글, 글자, 알파벳, 작성, 타이포, 텍스트, 폰트, 밑줄, 편집 |  |  |
| icon_scissors_fill | IconScissorsFill | Weight=Fill | beautyshop, hair, beauty, scissors, cut, tool, 미용실, 헤어샵, 가위, 자르기, 도구 |  |  |
| icon_scissors_line | IconScissorsLine | Weight=Line | beautyshop, hair, beauty, scissors, cut, tool, 미용실, 헤어샵, 가위, 자르기, 도구 |  |  |
| icon_scribble_fill | IconScribbleFill | Weight=Fill | doodle, draw, edit, line, pencil, photo, photo_edit_draw, scribble, 그리기, 그림, 낙서, 사진, 선, 설정, 편집 |  |  |
| icon_scribble_line | IconScribbleLine | Weight=Line | doodle, draw, edit, line, pencil, photo, photo_edit_draw, scribble, 그리기, 그림, 낙서, 사진, 선, 설정, 편집 |  |  |
| icon_seat_left_fan_fill | IconSeatLeftFanFill | Weight=Fill | car, car_ventilation_seat, fan, left, seat, ventilation, 시트, 왼쪽, 좌석, 중고차, 통풍, 팬 |  |  |
| icon_seat_left_fan_line | IconSeatLeftFanLine | Weight=Line | car, car_ventilation_seat, fan, left, seat, ventilation, 시트, 왼쪽, 좌석, 중고차, 통풍, 팬 |  |  |
| icon_seat_left_fill | IconSeatLeftFill | Weight=Fill | car, car_leather_seat, chair, left, seat, 가죽, 시트, 왼쪽, 의자, 좌석, 중고차 |  |  |
| icon_seat_left_heatwave2_fill | IconSeatLeftHeatwave2Fill | Weight=Fill | car, car_heated_seat, heat, heating, left, seat, 시트, 열선, 열선시트, 왼쪽, 좌석, 중고차 |  |  |
| icon_seat_left_heatwave2_line | IconSeatLeftHeatwave2Line | Weight=Line | car, car_heated_seat, heat, heating, left, seat, 시트, 열선, 열선시트, 왼쪽, 좌석, 중고차 |  |  |
| icon_seat_left_line | IconSeatLeftLine | Weight=Line | car, car_leather_seat, chair, left, seat, 가죽, 시트, 왼쪽, 의자, 좌석, 중고차 |  |  |
| icon_shoppingbag_fill | IconShoppingbagFill | Weight=Fill | bag, product, sale, shop, shopping, shopping bag, store, 가게, 가방, 상품, 세일, 쇼핑, 쇼핑백, 스토어 |  |  |
| icon_shoppingbag_items_fill | IconShoppingbagItemsFill | Weight=Fill | shopping, retail, products, goods, items, 중고거래, 커머스, 쇼핑, 소매, 제품, 상품 | 중고거래 | service |
